"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"SG_UF";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"SQ_CANDIDATO";"NR_ORDEM";"DS_URL"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001620974;1;"https://www.instagram.com/givaldovieira_es"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001620974;2;"https://www.facebook.com/GivaldoVieiraES"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001620974;3;"https://twitter.com/GivaldoVieira"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001649124;1;"https://instagram.com/ricardoferraco"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619789;2;"https://www.instagram.com/suboficialalcicleidutra/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619789;1;"https://www.facebook.com/alcicleidutraoficial/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619818;1;"https://www.instagram.com/tonia_closs/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619818;2;"https://www.facebook.com/Toniamombrini"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001609621;1;"https://instagram.com/anapauladuartecardoso/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001610768;1;"https://instagram.com/ellamachado.psol?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001602792;1;"https://instagram.com/helena.vitoria.23?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001720062;1;"https://m.facebook.com/adilsonespindula/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001720062;2;"https://instagram.com/adilsonespindula?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611204;1;"https://instagram.com/cristinafelix_50?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650199;1;"https://www.evairdemelo.com.br"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650199;2;"https://www.instagram.com/evair_de_melo"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650199;7;"https://t.me/DEPEVAIRDEMELO"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650199;4;"https://www.youtube.com/channel/UCT5EVLanh6IiCl01fzPSOBQ"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650199;5;"https://twitter.com/EvairdeMelo"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650199;3;"https://www.facebook.com/evair.vieirademelo"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650199;6;"https://www.tiktok.com/@evairdemelo?_t=8UnpZiyUVjK&_r=1"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001621181;1;"https://www.facebook.com/patricia.crizantodasilva"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001621181;2;"https://www.instagram.com/PATRICIACRIZANTO/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001602762;1;"https://instagram.com/vanbrasiloficial?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001720064;4;"https://www.instagram.com/depluizdurao"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001720064;1;"https://www.luizdurao.com.br"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001720064;3;"https://www.facebook.com/deputadoluizdurao"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001720064;2;"https://www.facebook.com/depluizdurao"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;2;"https://www.instagram.com/dep.carlosvon/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;1;"https://www.instagram.com/carlosvonschilgen/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;5;"https://www.carlosvon.com.br/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;3;"https://www.facebook.com/carlosvonschilgen/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;7;"https://www.facebook.com/carlos.von.1"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;4;"https://www.tiktok.com/@carlosvonbrasil"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;6;"https://www.facebook.com/carlosvonchilgen"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001619791;8;"https://www.facebook.com/carlosvon"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001602752;1;"https://www.luizemanuel.com.br"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604493;1;"https://instagram.com/marcosguerraes"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604493;2;"https://www.facebook.com/marcosguerra.colatina"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611833;1;"https://www.facebook.com/DRROGERIOZANON"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611833;2;"https://www.facebook.com/rogerio.zanon.7161"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611833;3;"https://instagram.com/dr.rogeriozanon?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001713735;2;"https://instagram.com/audifaxbarcelos?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001713735;1;"https://www.facebook.com/AudifaxBarcelos"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001713735;3;"https://audifaxbarcelos.com.br/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001723276;2;"https://www.facebook.com/tenenteassis14/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001723276;4;"https://mobile.twitter.com/tenenteassis14"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001723276;3;"https://www.instagram.com/tenenteassis/?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001723276;1;"https://www.youtube.com/channel/UCN4If58LVTmn8U3XergUhrA/featured"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611187;1;"https://www.facebook.com/joelmalopespso"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611187;2;"https://www.instagram.com/joelmalopeslomes/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001609627;1;"https://instagram.com/mazzellijj/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604490;2;"https://www.facebook.com/ana.azeredo"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604490;1;"https://www.instagram.com/anaflaviaazeredo"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611834;2;"https://instagram.com/zeferinacris?igshid=YmMyMTA2M2Y="
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001611834;1;"https://www.facebook.com/crislayne.zeferina.3"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604524;2;"https://www.youtube.com/user/BrunaOllyOficial"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604524;1;"https://brunaolly1000.com.br"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604524;3;"https://www.facebook.com/abrunaolly"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604524;4;"https://www.instagram.com/brunaolly/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604524;5;"https://twitter.com/brunaolly"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001604524;6;"https://www.tiktok.com/@brunaollyoficial"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001610097;1;"https://www.youtube.com/channel/UCWN2rxGp3mT4D9uzhQTa2vA"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650195;1;"https://www.facebook.com/marcia.bw.9"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001650195;2;"https://www.instagram.com/@marciabortoloti"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001645494;1;"https://www.instagram.com/jorgee.felix/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001649865;2;"https://andersongoggi.com.br/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001649865;1;"https://www.whatsapp.com"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001649865;3;"https://www.instagram.com/@andersongoggi"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001649865;4;"https://www.facebook.com"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001721630;1;"https://www.facebook.com/aurelio.ferreguetti"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001721630;2;"https://www.instagram.com/aurelioferreguetti"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001722151;1;"https://www.instagran.com/c_e_romano"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001723154;2;"https://www.facebook.com/sebastiao.zanelato"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001723154;1;"https://www.instagram.com/sebastiao.zanelato/?hl=pt-br"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001606304;1;"https://instagram.com/aridelmoteixeira/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001606304;3;"https://www.twitter.com/aridelmo_br"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001606304;5;"http://aridelmo.com.br"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001606304;6;"https://www.youtube.com/c/AridelmoTeixeira"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001606304;2;"https://www.facebook.com/ProfAridelmoTeixeira"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001606304;4;"https://www.linkedin.com/aridelmo-teixeira"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001606304;7;"https://www.tiktok.com/@aridelmoteixeira"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001645480;1;"https://www.instagram.com/vereadorjolimarbarbosa/"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001645480;2;"https://www.facebook.com/jolimarbarbosacolatina"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001649874;2;"https://www.facebook.com.br/ppvasconcellosoficial"
"05/09/2022";"18:38:02";2022;"ES";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";80001649874;1;"https://www.instagram.com/@pepevasconcellosoficial"
